product_name,category,star_rating,review_title,review_text,helpful_votes,total_votes,verified_purchase,cognitive_label,source_file,marketplace,customer_id,review_id,product_id,product_parent,vine,review_date,review_text_clean,product_name_clean,input_text,word_count,exclamation_count,question_count,s1_keyword_hits,s2_keyword_hits,emotional_ratio,rational_ratio,star_rating_clean,sentiment_compound,sentiment_pos,sentiment_neg
"Slap Ya Mama Cajun Seasoning Blend, Original, s",Grocery,5.0,MAKES EVERYTHING GREAT,"THIS MAKES EVERYTHING TASTE AWESOME!  from popcorn to chicken and pork, even veg...perfect balance yum yum yum",0.0,0.0,Y,1,amazon_reviews_us_Grocery_v1_00.tsv,,,,,,,,"THIS MAKES EVERYTHING TASTE AWESOME! from popcorn to chicken and pork, even veg...perfect balance yum yum yum","Slap Ya Mama Cajun Seasoning Blend, Original, s","PRODUCT: Slap Ya Mama Cajun Seasoning Blend, Original, s. REVIEW: THIS MAKES EVERYTHING TASTE AWESOME! from popcorn to chicken and pork, even veg...perfect balance yum yum yum",27,1,0,1,0,0.037,0.0,5.0,0.8412,0.273,0.0
Yoga Sprout Muslin Swaddle Blankets,Baby,1.0,One Star,The giraffe swaddler is really rough due to the print. We don't use it at all.,2.0,2.0,Y,1,amazon_reviews_us_Baby_v1_00.tsv_S1,US,12454670.0,R39PBZE758Y97N,B00UK9KIR6,446893998.0,N,2015-08-12,The giraffe swaddler is really rough due to the print. We don't use it at all.,,PRODUCT: . REVIEW: The giraffe swaddler is really rough due to the print. We don't use it at all.,19,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0
Amamax Wall Adapter Power Supply,Electronics,4.0,Four Stars,Product works great. Seller was easy to work with. Positive experience.,0.0,0.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,Product works great. Seller was easy to work with. Positive experience.,,PRODUCT: . REVIEW: Product works great. Seller was easy to work with. Positive experience.,14,0,0,0,0,0.0,0.0,4.0,0.891,0.515,0.0
"Crest 3D White Brilliance Toothpaste, Teeth Whitening and Deep Cleansing via Daily Two-Step System, 4.0 Oz and 2.3 Oz Tubes",Beauty,5.0,Wonderful product,"I love this system! After 2 weeks, people started noticing how much whiter my teeth were. At work, everyone kept asking me what I was using, to whiten my teeth, so I told them that I'd been using this, since I got it as a free gift from Bzzagent! People kept asking me how long it took to use, so I told them it takes less than 5 minutes, but you get very quick results.",0.0,0.0,N,1,amazon_reviews_us_Beauty_v1_00.tsv,,,,,,,,"I love this system! After 2 weeks, people started noticing how much whiter my teeth were. At work, everyone kept asking me what I was using, to whiten my teeth, so I told them that I'd been using this, since I got it as a free gift from Bzzagent! People kept asking me how long it took to use, so I told them it takes less than 5 minutes, but you get very quick results.","Crest 3D White Brilliance Toothpaste, Teeth Whitening and Deep Cleansing via Daily Two-Step System, 4.0 Oz and 2.3 Oz Tubes","PRODUCT: Crest 3D White Brilliance Toothpaste, Teeth Whitening and Deep Cleansing via Daily Two-Step System, 4.0 Oz and 2.3 Oz Tubes. REVIEW: I love this system! After 2 weeks, people started noticing how much whiter my teeth were. At work, everyone kept asking me what I was using, to whiten my teeth, so I told them that I'd been using this, since I got it as a free gift from Bzzagent! People kept asking me how long it took to use, so I told them it takes less than 5 minutes, but you get very quick results.",97,2,0,2,0,0.0206,0.0,5.0,0.8287,0.103,0.0
"Neewer® Black P2P Plug & Play Wireless Pan & Tilt IP/Network Internet Camera, Surveillance Camera System, Baby Monitor, Pets Monitor, Home Security, Two-Way Audio, Night Vision, Built-in Microphone With Cell Phone Remote Monitoring, Works with:iPhone/3g/3gs/4/4s/5/5c/5s/6/6plus / ipad1/2/3/4/air/mini / Samsung Galaxy S5/S4/S3/S2 and all other ios or android system Smart Phones and pc, Email Alert",Baby,1.0,Don't bother.,"You need an IT and networking certification to get this thing set up. I've spent hours trying, still can't get the WiFi to work and the instructions are written in terrible English.",0.0,0.0,Y,0,amazon_reviews_us_Baby_v1_00.tsv_S2,US,18695212.0,R1I036ZLDRFJS8,B00CSOOGXS,394832894.0,N,2015-05-25,"You need an IT and networking certification to get this thing set up. I've spent hours trying, still can't get the WiFi to work and the instructions are written in terrible English.","Neewer Black P2P Plug Play Wireless Pan Tilt IP Network Internet Camera, Surveillance Camera System, Baby Monitor, Pets Monitor, Home Security, Two-Way Audio, Night Vision, Built-in Microphone With Cell Phone Remote Monitoring, Works with iPhone 3g 3gs 4 4s 5 5c 5s 6 6plus ipad1 2 3 4 air mini Samsung Galaxy S5 S4 S3 S2 and all other ios or android system Smart Phones and pc, Email Alert","PRODUCT: Neewer Black P2P Plug Play Wireless Pan Tilt IP Network Internet Camera, Surveillance Camera System, Baby Monitor, Pets Monitor, Home Security, Two-Way Audio, Night Vision, Built-in Microphone With Cell Phone Remote Monitoring, Works with iPhone 3g 3gs 4 4s 5 5c 5s 6 6plus ipad1 2 3 4 air mini Samsung Galaxy S5 S4 S3 S2 and all other ios or android system Smart Phones and pc, Email Alert. REVIEW: You need an IT and networking certification to get this thing set up. I've spent hours trying, still can't get the WiFi to work and the instructions are written in terrible English.",103,0,0,0,0,0.0,0.0,1.0,0.765,0.111,0.029
Hot Sock Diffuser,Beauty,1.0,A total waste.,May hair was very frizzy! A total waste.,0.0,0.0,Y,1,amazon_reviews_us_Beauty_v1_00.tsv,,,,,,,,May hair was very frizzy! A total waste.,,PRODUCT: . REVIEW: May hair was very frizzy! A total waste.,11,1,0,0,0,0.0,0.0,1.0,-0.5197,0.0,0.296
Sony MDREX10LP In-Ear Headphones,Electronics,4.0,Good value headphones.,"These are my go-to inexpensive headphones. The audio isn't amazing, but they fit well, the sound is good, and they last long enough that I feel they are worth the price.",0.0,0.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,"These are my go-to inexpensive headphones. The audio isn't amazing, but they fit well, the sound is good, and they last long enough that I feel they are worth the price.",,"PRODUCT: . REVIEW: These are my go-to inexpensive headphones. The audio isn't amazing, but they fit well, the sound is good, and they last long enough that I feel they are worth the price.",34,0,0,1,0,0.0294,0.0,4.0,0.8769,0.294,0.049
Outside Adjustment Green Laser Sight Dot Scope with Free 20mm Dovetail Mount 8 Figure Mounts,Sports,4.0,Love the laser,Love the laser.  The mount could be better.  I had hoped to mount it on a shotgun but it extends so far away from the barrel that it can't be adjusted to follow the path of the fired pellets.  I can set it to be right at one distance but anything closer or farther away is going to be off.  I intend to mount it to a .22 using the other supplied dovetail mount.  It should work well.  Obviously the dovetail mount is designed to work with a handgun but I don't have one that has a rail that's big enough to mount the laser without removing the original sights and using only the laser for  sighting.  I made end up going that way if I am not satisfied with how it works on a .22 rifle.,0.0,0.0,Y,0,amazon_reviews_us_Sports_v1_00.tsv_S2,US,30969188.0,R2Q3W3XW67KECQ,B007UT3N80,265144205.0,N,2015-08-20,Love the laser. The mount could be better. I had hoped to mount it on a shotgun but it extends so far away from the barrel that it can't be adjusted to follow the path of the fired pellets. I can set it to be right at one distance but anything closer or farther away is going to be off. I intend to mount it to a .22 using the other supplied dovetail mount. It should work well. Obviously the dovetail mount is designed to work with a handgun but I don't have one that has a rail that's big enough to mount the laser without removing the original sights and using only the laser for sighting. I made end up going that way if I am not satisfied with how it works on a .22 rifle.,Outside Adjustment Green Laser Sight Dot Scope with Free 20mm Dovetail Mount 8 Figure Mounts,PRODUCT: Outside Adjustment Green Laser Sight Dot Scope with Free 20mm Dovetail Mount 8 Figure Mounts. REVIEW: Love the laser. The mount could be better. I had hoped to mount it on a shotgun but it extends so far away from the barrel that it can't be adjusted to follow the path of the fired pellets. I can set it to be right at one distance but anything closer or farther away is going to be off. I intend to mount it to a .22 using the other supplied dovetail mount. It should work well. Obviously the dovetail mount is designed to work with a handgun but I don't have one that has a rail that's big enough to mount the laser without removing the original sights and using only the laser for sighting. I made end up going that way if I am not satisfied with how it works on a .22 rifle.,154,0,0,1,0,0.0065,0.0,4.0,-0.1131,0.083,0.066
Snuza Hero Baby Movement Monitor,Baby,5.0,It is small and easy to use,"This monitor gives me peace of mind. It is small and easy to use. The purple sensor does irritate my newborns skin from the friction of the placement, but it's not a big deal and if I place it over her onsie and attach into her pants, than no irritation occurs.  I'm glad that I bought it and would recommend this to my friends and family.",0.0,0.0,Y,0,amazon_reviews_us_Baby_v1_00.tsv_S2,US,41254824.0,RDLAAR568NFID,B008OJ7C6Y,929962129.0,N,2015-04-30,"This monitor gives me peace of mind. It is small and easy to use. The purple sensor does irritate my newborns skin from the friction of the placement, but it's not a big deal and if I place it over her onsie and attach into her pants, than no irritation occurs. I'm glad that I bought it and would recommend this to my friends and family.",,"PRODUCT: . REVIEW: This monitor gives me peace of mind. It is small and easy to use. The purple sensor does irritate my newborns skin from the friction of the placement, but it's not a big deal and if I place it over her onsie and attach into her pants, than no irritation occurs. I'm glad that I bought it and would recommend this to my friends and family.",69,0,0,0,0,0.0,0.0,5.0,0.7543,0.191,0.112
Jolly Jumper Infant Car Seat Weather Shield,Baby,5.0,Quarantine bubble,"Bought it, and once we received it then it stopped raining.....go figure.",0.0,0.0,Y,0,amazon_reviews_us_Baby_v1_00.tsv_S2,US,12804132.0,R33FM12JY2EWOY,B005DU1YW0,68390598.0,N,2015-08-12,"Bought it, and once we received it then it stopped raining.....go figure.",,"PRODUCT: . REVIEW: Bought it, and once we received it then it stopped raining.....go figure.",15,0,0,0,0,0.0,0.0,5.0,-0.2263,0.0,0.128
Ultimate Arms Gear USGI Set of 5 Pack Chargers Mag Loaders Spoons Military Mil-Spec Guides for .223 5.56mm Round Reusable Easy Reload Stripper Clips - Brand New Made In The USA Factory,Sports,5.0,"Great deal, great seller","These are an easy fit on Tapco, Magpul, and steel G.I. mags.  And they arrived in great condition and really fast!",0.0,0.0,Y,1,amazon_reviews_us_Sports_v1_00.tsv_S1,US,36108228.0,R1YAOUKEKKD50W,B00IMQYB5E,360173286.0,N,2015-07-23,"These are an easy fit on Tapco, Magpul, and steel G.I. mags. And they arrived in great condition and really fast!",Ultimate Arms Gear USGI Set of 5 Pack Chargers Mag Loaders Spoons Military Mil-Spec Guides for .223 5.56mm Round Reusable Easy Reload Stripper Clips - Brand New Made In The USA Factory,"PRODUCT: Ultimate Arms Gear USGI Set of 5 Pack Chargers Mag Loaders Spoons Military Mil-Spec Guides for .223 5.56mm Round Reusable Easy Reload Stripper Clips - Brand New Made In The USA Factory. REVIEW: These are an easy fit on Tapco, Magpul, and steel G.I. mags. And they arrived in great condition and really fast!",55,1,0,0,0,0.0,0.0,5.0,0.9134,0.206,0.0
OREI 2 in 1 USA to India Adapter Plug,Electronics,2.0,This item woirked fine on the flat style of receptacle in Italy but ...,This item woirked fine on the flat style of receptacle in Italy but the housing was too large to fit in the recessed style of receptacle which was more dominate in my recent trip to Italy. So I would look for a. Converter with a smaller housing.,1.0,1.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,This item woirked fine on the flat style of receptacle in Italy but the housing was too large to fit in the recessed style of receptacle which was more dominate in my recent trip to Italy. So I would look for a. Converter with a smaller housing.,OREI 2 in 1 USA to India Adapter Plug,PRODUCT: OREI 2 in 1 USA to India Adapter Plug. REVIEW: This item woirked fine on the flat style of receptacle in Italy but the housing was too large to fit in the recessed style of receptacle which was more dominate in my recent trip to Italy. So I would look for a. Converter with a smaller housing.,58,0,0,0,0,0.0,0.0,2.0,0.3528,0.08,0.038
Yamaha YWA-10BL Wireless Network Adapter,Electronics,3.0,Very disappointed in Yamaha for this,Iffy product. Doesn't work most of the time. Very disappointed in Yamaha for this.,0.0,0.0,Y,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,Iffy product. Doesn't work most of the time. Very disappointed in Yamaha for this.,,PRODUCT: . REVIEW: Iffy product. Doesn't work most of the time. Very disappointed in Yamaha for this.,17,0,0,0,0,0.0,0.0,3.0,-0.5256,0.0,0.184
"Comoze Lamps 915B403001 - Lamp With Housing For Mitsubishi WD-60735, WD-60737, WD-65737, WD-65735, WD-73C9, WD-73737, WD-65C9, WD-73735, WD-82837, WD-65736, WD-738",Electronics,1.0,BEWARE OF SELLER!,"BEWARE OF SELLER!  Purchased a lamp which did not work correctly from the beginning. Then received a replacement lamp.  Both lamps failed within 90 days.  Now that I am past 30 days, seller will not refund money and I still do not have a working lamp.  No published refund policy on Amazon, no phone number, lesson learned.<br /><br />I had to purchase another lamp from another seller and the projector is now working fine.",2.0,2.0,N,0,amazon_reviews_us_Electronics_v1_00.tsv,,,,,,,,"BEWARE OF SELLER! Purchased a lamp which did not work correctly from the beginning. Then received a replacement lamp. Both lamps failed within 90 days. Now that I am past 30 days, seller will not refund money and I still do not have a working lamp. No published refund policy on Amazon, no phone number, lesson learned. I had to purchase another lamp from another seller and the projector is now working fine.","Comoze Lamps 915B403001 - Lamp With Housing For Mitsubishi WD-60735, WD-60737, WD-65737, WD-65735, WD-73C9, WD-73737, WD-65C9, WD-73735, WD-82837, WD-65736, WD-738","PRODUCT: Comoze Lamps 915B403001 - Lamp With Housing For Mitsubishi WD-60735, WD-60737, WD-65737, WD-65735, WD-73C9, WD-73737, WD-65C9, WD-73735, WD-82837, WD-65736, WD-738. REVIEW: BEWARE OF SELLER! Purchased a lamp which did not work correctly from the beginning. Then received a replacement lamp. Both lamps failed within 90 days. Now that I am past 30 days, seller will not refund money and I still do not have a working lamp. No published refund policy on Amazon, no phone number, lesson learned. I had to purchase another lamp from another seller and the projector is now working fine.",95,1,0,2,0,0.0211,0.0,1.0,-0.636,0.051,0.084
